OBJECTID,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length,latitude,longitude,elevation,geocoded_name
348,usa,na,Cavalier Space Force Station,no,yes,no,na, ,213f7cb6-e028-46f5-9fda-76b4b5fe12ad,Cavalier Space Force Station,act,usaf,nd,0.0001389719627695,0.0634106997400151,,,,
349,usa,na,DFAS Annex,no,no,no,na, ,6b70eb1e-7511-43b1-b740-9d5712cc95a7,DFAS Annex,act,usaf,me,6.85349573359417e-06,0.0110370177808017,,,,
350,usa,na,Saylor Creek Air Force Range,no,no,no,na, ,4aa698fa-0c9a-407f-943a-9ae724eb7fde,Saylor Creek Air Force Range,act,usaf,id,0.0487168238473714,0.966088632190755,,,,
351,usa,na,Cannon AFB Site 2,no,no,no,na, ,d16847e2-da5f-4a95-9fc2-91b048f2acbb,Cannon AFB Site 2,act,usaf,nm,0.0001121491995945,0.0487025769142878,,,,
352,usa,na,Pittsburgh IAP ARS,no,no,no,na, ,ab68020d-edef-425a-bdfc-f924fea1f256,Pittsburgh IAP ARS,act,afr,pa,5.8876637437498e-05,0.0330174496225655,,,,
353,usa,na,Arnold Air Force Base,no,yes,no,na, ,f9ce8538-9c48-428c-825b-68f78c6038ed,Arnold Air Force Base,act,usaf,tn,0.0156092863660433,1.18059418788863,35.39871,-86.0785,325.0,Arnold Air Force Base
354,usa,na,Scott Air Force Base,no,yes,no,na, ,598557e4-9430-4cde-872e-aa93676f5fd3,Scott Air Force Base,act,usaf,il,0.0012127669283472,0.240447299053458,38.5427,-89.85035,134.0,Scott Air Force Base
355,usa,na,The Farish Memorial Recreational Annex,no,no,no,na, ,773b4412-6313-4ffb-a5b2-5968429a7ea6,The Farish Memorial Recreational Annex,act,usaf,co,0.0002838827749656,0.101893073987076,,,,
356,usa,na,Eglin Air Force Auxiliary Field 6,no,no,no,na, ,e7f50d2e-7031-48ff-932b-a5ec6a8425f3,Eglin Air Force Auxiliary Field 6,act,usaf,fl,0.0003256375139244,0.0989992477279762,,,,
357,usa,na,Oliktok Long Range Radar Site,no,yes,no,na, ,882ab36f-ec86-4b48-9156-cbc23a101856,Oliktok Long Range Radar Site,act,usaf,ak,0.0007311442595892,0.186209117537891,,,,
358,usa,na,Birch Lake Recreation Annex,no,no,no,na, ,ab0f5f3f-dc08-4afc-8d16-4872c796f873,Birch Lake Recreation Annex,act,usaf,ak,3.65376163244946e-05,0.0272778610632213,,,,
359,usa,na,Holloman Air Force Base,no,yes,no,na, ,049feb34-6c2d-4a6f-b3f3-2cf8e78ed47d,Holloman Air Force Base,act,usaf,nm,0.0198655658132338,0.848140070102974,32.84827,-106.09977,1240.0,Holloman Air Force Base
360,usa,na,King Salmon Long Range Radar Site,no,yes,no,na, ,a40044e4-1b76-4327-a2ec-2a02ab76d66a,King Salmon Long Range Radar Site,act,usaf,ak,0.0005022550421927,0.305353716114251,,,,
361,usa,na,The Barry M Goldwater Air Force Range,no,no,no,na, ,ec5b0c74-5688-46fb-bc58-874f9385dc8a,The Barry M Goldwater Air Force Range,act,usaf,az,0.408477559539733,3.93095090002843,,,,
362,usa,na,Los Angeles Air Force Base,no,yes,no,na, ,63e2eb38-e694-424b-b851-31622280c6ce,Los Angeles Air Force Base,act,usaf,ca,2.13298515063798e-05,0.021922738666872,,,,
363,usa,na,Niagara Falls,no,no,no,na, ,9b9b7213-5a11-4682-9671-2fd9e83eb34f,Niagara Falls,act,afr,ny,0.0002824741254698,0.129485259124042,43.0945,-79.05671,187.0,Niagara Falls
364,usa,na,MacDill Air Force Base,no,yes,no,na, ,a47ea48c-375b-4d57-b395-f4be2c2b536e,MacDill Air Force Base,act,usaf,fl,0.0021119390185049,0.22649373645239,27.84934,-82.52121,4.0,"Macdill Air Force Base, Fl."
365,usa,na,Haarp Research Station,no,no,no,na, ,5a26ab4c-1879-48aa-8721-01803a3450eb,Haarp Research Station,act,usaf,ak,0.003813395385805,0.290018422983276,,,,
366,usa,na,Vandenberg Space Force Base,no,yes,no,na, ,81c8f666-7d35-4277-96e3-6baea38ec81c,Vandenberg Space Force Base,act,usaf,ca,0.0394454638553725,1.58131235515625,34.7483,-120.51817,156.0,Vandenberg SFB
367,usa,na,Columbus Air Force Base,no,yes,no,na, ,5777178e-f883-4029-9994-0e10420d9929,Columbus Air Force Base,act,usaf,ms,0.0020788589663425,0.307487871558694,33.63239,-88.45153,56.0,Columbus Air Force Base
368,usa,na,Fort Yukon Long Range Radar Site,no,yes,no,na, ,73555e4c-554a-4be7-b81b-8f8af00576ff,Fort Yukon Long Range Radar Site,act,usaf,ak,6.06798121225438e-05,0.0485788566657509,,,,
369,usa,na,Los Angeles Space Force Annex No4,no,no,no,na, ,182dd1cf-369f-429c-92ba-6171f8af06a6,Los Angeles Space Force Annex No4,act,usaf,ca,1.6324606804119e-06,0.0052935634653004,,,,
370,usa,na,Bellows,no,no,no,na, ,5627a622-29d5-4baf-8012-3dfcd56497ba,Bellows,act,usaf,hi,0.000144974363593,0.0813968562288528,44.65972,-86.23204,192.0,Bellows Park
371,usa,na,Point Barrow Long Range Radar Site,no,yes,no,na, ,eb24bda3-0fa2-43df-bc8f-24a90b16cd8e,Point Barrow Long Range Radar Site,act,usaf,ak,0.0002676312278708,0.124906941403902,,,,
372,usa,na,Norwalk 2,no,no,no,na, ,692008c8-cc03-46f5-af15-4236196300fe,Norwalk 2,act,afr,ca,1.97449037386832e-05,0.0182066501087536,,,,
374,usa,na,Kegelman Air Force Auxiliary Field,no,no,no,na, ,bdfffcdb-3d5d-45d5-abe6-027f12a15e50,Kegelman Air Force Auxiliary Field,act,usaf,ok,0.0004953710067638,0.126929988957063,36.73816,-98.12624,367.0,Kegelman Air Force Auxiliary Field
376,usa,na,Air Force Maui Optical and Supercomputing Site,no,yes,no,na, ,ac86e5c7-088a-4298-8bc6-cb2448677f2c,Air Force Maui Optical and Supercomputing Site,act,usaf,hi,2.07535390472913e-06,0.0081849746190685,,,,
377,usa,na,Marine Corps Logistics Base Albany,no,yes,no,na, ,cfed841c-2342-4417-ba7a-16bdb6fa9349,Marine Corps Logistics Base Albany,act,usmc,ga,0.0012538296130628,0.203411443400758,,,,
381,usa,na,Marine Corps Air Station Beaufort,no,yes,no,na, ,896b88cb-8647-4f99-852f-5e03e2d1431f,Marine Corps Air Station Beaufort,act,usmc,sc,0.0062471868594186,1.13592119582601,32.47741,-80.72316,11.0,MCAS Beaufort
383,usa,na,Bridgeport,no,no,no,na, ,06b3cc7c-d6e1-4d81-bd53-9941a10d9a52,Bridgeport,act,usmc,ca,0.0258234055918365,1.07158861927703,38.25575,-119.23127,1970.0,Bridgeport
384,usa,na,Marine Corps Air Station Cherry Point,no,yes,no,na, ,0c82fb47-d16b-44c9-95bc-a172ea24eddc,Marine Corps Air Station Cherry Point,act,usmc,nc,0.0124249236670511,2.61122633127021,,,,
390,usa,na,Marine Corps Air Station New River,no,yes,no,na, ,8c0d6d10-8698-422c-82a6-e4ee257600ff,Marine Corps Air Station New River,act,usmc,nc,0.010733564844486,1.59511268945207,,,,
393,usa,na,Syracuse MCRC,no,no,no,na, ,7c8f7618-5580-4eec-a0f4-5a11688a2597,Syracuse MCRC,act,usmcr,ny,0.0001143140459589,0.0692706981961407,,,,
398,usa,na,Marine Corps Air Ground Combat Center Twentynine Palms,no,yes,no,na, ,5ed7d8e9-6057-4c20-ab83-b31e350751e8,Marine Corps Air Ground Combat Center Twentynine Palms,act,usmc,ca,0.302383415218401,3.15707565968884,,,,
399,usa,na,Marine Corps Air Station Yuma,no,yes,no,na, ,4d352e8d-4812-4e79-a964-6cd21b64a271,Marine Corps Air Station Yuma,act,usmc,az,0.0018460642966831,0.213535773468677,,,,
400,usa,na,Barry Goldwater Range,no,no,no,na, ,de13aec4-e374-463b-af1b-436adfd696c3,Barry Goldwater Range,act,usmc,az,0.269050107739986,2.70907450207741,,,,
402,usa,na,Elizabeth Rvr Channel,no,no,no,na, ,738b0726-7ccc-4302-8ba2-87ca96f1784f,Elizabeth Rvr Channel,act,usn,va,2.37434894643229e-05,0.0198985236241969,,,,
403,usa,na,CSO Barbers Point HI,no,no,no,na, ,60e4960d-0fb6-4a03-8bf9-8fb8f4c1901b,CSO Barbers Point HI,care,usn,hi,0.0002165600112675,0.17060343307897,,,,
404,usa,na,Makaha Ridge,no,no,no,na, ,baa13fa8-3380-4239-82a3-42661007d540,Makaha Ridge,act,usn,hi,7.15891583240591e-05,0.0565293621762285,,,,
405,usa,na,Pacific Missile Range Facility,no,yes,no,na, ,daa9bfbb-b04a-4748-ac29-770fb9b00aef,Pacific Missile Range Facility,act,usn,hi,0.0008074936747561,0.243379717688262,,,,
406,usa,na,NNSY St Helena,no,no,no,na, ,8639de01-72ce-4a8c-820b-5ecbfe549fa0,NNSY St Helena,act,usn,va,5.03337651025504e-06,0.0103928251610276,,,,
407,usa,na,St Juliens Creek East,no,no,no,na, ,4302d48d-de09-4c6e-974f-daaeecaa9ed2,St Juliens Creek East,act,usn,va,0.0001224222394284,0.0458052975918975,,,,
408,usa,na,NAVSUPPACT Norfolk NSY,no,no,no,na, ,9509c4cd-be41-41fb-8d26-edc827d5833c,NAVSUPPACT Norfolk NSY,act,usn,va,0.0001902498564552,0.0733848381972726,,,,
409,usa,na,Naval Station Great Lakes IL,no,no,no,na, ,6767c11d-91a7-4995-827e-37a50f76aa84,Naval Station Great Lakes IL,act,usn,il,0.0002336324990606,0.0733424997262294,,,,
410,usa,na,Naval Submarine Base New London,no,yes,no,na, ,bbb4062d-b867-4714-a695-4a49cd716f11,Naval Submarine Base New London,act,usn,ct,0.0002669230432275,0.107019124058874,,,,
411,usa,na,Allegany Ballistics Lab,no,no,no,na, ,d45b7932-3b90-4d74-883f-220a469f4174,Allegany Ballistics Lab,act,usn,wv,0.0006433900248339,0.155943025477015,,,,
412,usa,na,Naval Station Newport,no,yes,no,na, ,cb18728f-290f-43db-8eff-80f0b1717038,Naval Station Newport,act,usn,ri,0.0003137960115714,0.332137062093953,,,,
413,usa,na,Naval Air Station Oceana Dam Neck Annex,no,yes,no,na, ,760d2f65-1cbb-4daa-b3c5-cd37c9c3e414,Naval Air Station Oceana Dam Neck Annex,act,usn,va,0.0008033423289361,0.239449105371182,,,,
414,usa,na,Gould Island RI,no,no,no,na, ,ba39f6b5-6490-4131-b87d-e65e71438566,Gould Island RI,act,usn,ri,4.36920731772261e-06,0.0136603228019068,,,,
415,usa,na,NWIRP Bedford MA,no,no,no,na, ,86a0f67a-915f-4ab5-8e20-2f5d8631df71,NWIRP Bedford MA,clsd,usn,ma,1.98976963474706e-05,0.0258248212359574,,,,
416,usa,na,Northwest Chesapeake VA,no,no,no,na, ,814eadf6-d0dc-44cf-8ed2-4e2e96d3ed4d,Northwest Chesapeake VA,act,usn,va,0.001493805543987,0.177265118100766,,,,
417,usa,na,Cheatham Annex,no,no,no,na, ,409a240e-1681-4729-b304-a08250cf6133,Cheatham Annex,act,usn,va,0.000936243172191,0.225709185048847,37.28403,-76.59051,8.0,Cheatham Annex
418,usa,na,NNSY South Gate,no,no,no,na, ,01610704-e8c4-4b42-bc0e-9a172afa4357,NNSY South Gate,act,usn,va,3.83019339551538e-05,0.0250454514453245,,,,
419,usa,na,Portsmouth Naval Shipyard,no,yes,no,na, ,e8b29b16-abc7-4079-a498-91c9859f315b,Portsmouth Naval Shipyard,act,usn,me,0.0001434225542019,0.125022439224547,,,,
420,usa,na,Naval Weapons Station Yorktown,no,no,no,na, ,43981128-f3de-499f-9e85-6ee1b60463dc,Naval Weapons Station Yorktown,act,usn,va,0.0042700430286798,0.294469311015864,,,,
421,usa,na,Det Phil Pny Annex,no,no,no,na, ,bc2cbd94-b5e2-402c-bbd5-31fc29fdf23c,Det Phil Pny Annex,act,usn,pa,0.000111355188892,0.121264445472825,,,,
422,usa,na,Waterfront,no,no,no,na, ,f0145c1c-5ed1-4ba2-bb6b-e56c21e15a25,Waterfront,act,usn,nj,4.22766640895134e-05,0.0437441585414418,34.02482,-84.41243,302.0,Waterfront
423,usa,na,Fort Sheridan,no,no,no,na, ,1f614ecd-baf1-4a09-8312-7a5608cef102,Fort Sheridan,act,usn,il,5.24247378842491e-05,0.0575467454046395,42.20398,-87.80994,210.0,Fort Sheridan
424,usa,na,Joint Expeditionary Base Little Creek-Fort Story,no,yes,yes,na, ,8f07abf6-cd29-4342-afd7-e0a1dc54998f,Joint Expeditionary Base Little Creek-Fort Story,act,usn,va,0.0015380786388938,0.378498275091266,,,,
425,usa,na,Craney Island,no,no,no,na, ,73b4de73-3009-40a0-8895-00163c348e30,Craney Island,act,usn,va,0.0002962642256534,0.110923105487631,36.89237,-76.35939,3.0,Craney Island
426,usa,na,NSA Saratoga Springs NY,no,no,no,na, ,ae7ae6ff-366e-42ac-801a-97bf0e59ca9f,NSA Saratoga Springs NY,act,usn,ny,1.71174781371519e-05,0.01860769583271,,,,
427,usa,na,Lafayette Rvr Complex,no,no,no,na, ,bb0ad6f6-a1d4-482f-8055-ddd1cf7c7c40,Lafayette Rvr Complex,act,usn,va,8.14221493783407e-06,0.0116217329178275,,,,
428,usa,na,Pittsburgh IAP ANG,no,no,no,na, ,2a16970a-4a95-4ad8-a0ec-2f545ace05c7,Pittsburgh IAP ANG,act,airNationalGuard,pa,4.80186959066486e-05,0.0309548861804319,,,,
429,usa,na,Naval Support Activity Crane,no,yes,no,na, ,61344b2a-a61a-486b-a872-2288c1ecfc2f,Naval Support Activity Crane,act,usn,in,0.0260288513524345,1.16708418890693,,,,
430,usa,na,Bratenahl,no,no,no,na, ,2dbcf452-c99b-40ea-a2ea-9c8230681abc,Bratenahl,act,usn,oh,1.34794402129046e-05,0.0186727528994251,41.54255,-81.62624,187.0,Bratenahl
431,usa,na,Naval Weapons Station Earle NJ,no,no,no,na, ,a4749ce8-ce14-49c2-8a29-f2a1a03ebd73,Naval Weapons Station Earle NJ,act,usn,nj,0.0036645332841089,0.400633052195127,,,,
432,usa,na,Fort Adams RI,no,no,no,na, ,d9d07e36-d2d8-4811-9255-163273e4dfe0,Fort Adams RI,act,usn,ri,1.04844076983385e-05,0.0217549248539953,,,,
433,usa,na,Naval Station Norfolk,no,yes,no,na, ,697cec17-38ee-4f84-aee6-4923cd709a79,Naval Station Norfolk,act,usn,va,0.0016622249748725,0.329579267868806,36.93533,-76.2923,2.0,NS Norfolk Chambers Field
434,usa,na,Naval Air Station Oceana,no,yes,no,na, ,2e2a6865-6651-4087-a061-f76f017e93bb,Naval Air Station Oceana,act,usn,va,0.0021711119208127,0.235526582289374,36.8207,-76.03354,6.0,Naval Air Station Oceana
435,usa,na,Yorktown Fuel Depot,no,no,no,na, ,068c8f82-f638-4b3b-ba90-2fca2357518f,Yorktown Fuel Depot,act,usn,va,5.96706886426546e-05,0.0320248825920153,,,,
436,usa,na,NAVMEDCEN Portsmouth VA,no,no,no,na, ,7d7e44c7-47ad-4fb2-84e1-dd138acdfb6c,NAVMEDCEN Portsmouth VA,act,usn,va,4.75627753075969e-05,0.0388409251126118,,,,
437,usa,na,SDA Area,no,no,no,na, ,d07f1036-7b22-4d3b-a048-d20cbb18f913,SDA Area,act,usn,va,3.65887691471389e-05,0.0256193278106263,,,,
438,usa,na,Redington Township,no,no,no,na, ,8793bc82-4e07-42d8-890b-fdebce3c08f2,Redington Township,act,usn,me,0.0057472352393688,0.476781230881467,,,,
439,usa,na,NAVSUPPACT Hampton Roads VA,no,no,no,na, ,8b011bb7-9e1d-4915-9465-09cad2612ab4,NAVSUPPACT Hampton Roads VA,act,usn,va,0.0003241389144227,0.0966218500524291,,,,
440,usa,na,Fire Fighters School,no,no,no,na, ,fbf30d63-788e-4489-82ce-7ed11ff813ee,Fire Fighters School,act,usn,va,5.01573413203005e-06,0.0099770972694988,,,,
441,usa,na,GL Camp JPJ,no,no,no,na, ,bde5fb97-2bbb-437a-a8b1-d7a9897ea283,GL Camp JPJ,act,usn,il,2.15629707211312e-05,0.0186670053115584,,,,
442,usa,na,ALF Fentress Chesapke,no,no,no,na, ,90615497-ef16-4ce6-be46-dad665bad836,ALF Fentress Chesapke,act,usn,va,0.0010570342700555,0.220482583246879,,,,
443,usa,na,Naval Support Activity Philadelphia,no,yes,no,na, ,d359d27e-b0e1-48c5-bb38-0b5528a1e2b9,Naval Support Activity Philadelphia,act,usn,pa,5.76016172999516e-05,0.0352851950634663,,,,
444,usa,na,Glenview,no,no,no,na, ,4a5d0592-dc4f-4f2a-ba61-048010dd814b,Glenview,act,usn,il,1.33205023816196e-05,0.0210637406169433,42.06975,-87.78784,199.0,Glenview
445,usa,na,Selfridge ANGB,no,no,no,na, ,66694b4d-ffb7-459a-8738-802baf906e4b,Selfridge ANGB,act,airNationalGuard,mi,0.0012380359326016,0.17406772439211,,,,
446,usa,na,Naval Base Guam,no,yes,yes,na, ,37d10a26-15cc-4821-8fea-1c28f5d15945,Naval Base Guam,act,usn,gu,0.0051623355641649,1.19151931890696,,,,
447,usa,na,Andersen Air Force Base,no,yes,no,na, ,e0f83785-4806-4c71-8c37-0db8f68b818f,Andersen Air Force Base,act,usn,gu,0.00478116641729,0.391911642107537,13.55691,144.92232,158.0,Andersen AFB Housing Areas
448,usa,na,Sea Plane Base,no,no,no,na, ,238c88e8-cb6a-48d9-a2b7-8fc43c3bdf1c,Sea Plane Base,act,usn,wa,0.0015438317841471,0.312568668692647,,,,
449,usa,na,Naval Weapons Systems Training Facility Boardman,no,yes,no,na, ,4a0836e4-6b4f-4cf2-b2cc-ec3e7b070840,Naval Weapons Systems Training Facility Boardman,act,usn,or,0.0297729664198414,1.62586345144407,,,,
450,usa,na,Naval Logistics Support Activity - Ketchikan,no,yes,no,na, ,c8db6f28-c705-47e8-9ad9-cb88702b7dd7,Naval Logistics Support Activity - Ketchikan,act,usn,ak,3.95361810100192e-06,0.0241946266247012,,,,
451,usa,na,Manchester,no,no,no,na, ,fa459a06-176e-449b-9941-5d920792dfb7,Manchester,act,usn,wa,0.0001538807714496,0.0622444851884179,42.48415,-91.45543,287.0,Manchester
452,usa,na,Kodiak Tracking Station,no,yes,no,na, ,9b5bd146-9411-4691-b0e9-2dfd3b5a7137,Kodiak Tracking Station,act,usn,ak,7.84343110353802e-05,0.0403708214368913,,,,
453,usa,na,Naval Base Kitsap Bangor,no,yes,no,na, ,8aada513-9d6f-48c6-a1be-2ac53ac4628b,Naval Base Kitsap Bangor,act,usn,wa,0.0035385402643441,0.289381022055232,,,,
454,usa,na,Naval Base Kitsap Bremerton WA,no,no,no,na, ,bf7f3e84-24e4-4b9c-bcfb-ca381c7a6134,Naval Base Kitsap Bremerton WA,act,usn,wa,0.0003394916225261,0.124105200438175,,,,
455,usa,na,Naval Surface Warfare Center Carderock Division – Acoustic Research Detachment,no,yes,no,na, ,724d945f-93aa-4f0b-9999-8121ebbe2128,Naval Surface Warfare Center Carderock Division – Acoustic Research Detachment,act,usn,id,1.30828648252646e-05,0.0290303111015603,,,,
456,usa,na,CNI NAVMAG Indian Island,no,no,no,na, ,19126ba0-1cbb-4c5d-bbf1-8388e7361531,CNI NAVMAG Indian Island,act,usn,wa,0.0014461536079579,0.244901243689792,,,,
457,usa,na,NAVSTA Everett WA,no,no,no,na, ,afaf1973-e8a8-48f0-981a-62011328fcf8,NAVSTA Everett WA,act,usn,wa,0.000314257075388,0.116793197378368,,,,
458,usa,na,Offutt Air Force Base,no,yes,no,na, ,ed42c7eb-10a6-40e5-b0de-d55b3212a4db,Offutt Air Force Base,act,usaf,ne,0.0008687856998221,0.209770542802883,41.12024,-95.92095,311.0,Offutt Air Force Base
459,usa,na,Marysville WA,no,no,no,na, ,4b0d13f5-3ef8-45e9-a807-b187ec70b701,Marysville WA,act,usn,wa,2.54697456512076e-05,0.0195670338082896,,,,
460,usa,na,Corry Station,no,no,no,na, ,acbc1072-c9da-477a-a88d-da6ae3f3f173,Corry Station,act,usn,fl,0.0002236419893506,0.0716853205671258,,,,
461,usa,na,NAS Jacksonville FL,no,no,no,na, ,bf81fafd-2d3b-4327-bed0-4c214c42d37f,NAS Jacksonville FL,act,usn,fl,0.0014635319948865,0.189963854455395,,,,
462,usa,na,NOLF Evergreen,no,no,no,na, ,a16cba32-83b9-42cf-bcfe-64b1c9743bc4,NOLF Evergreen,act,usn,al,0.0001998336376889,0.123527057127835,31.4335,-86.95692,83.0,Evergreen
463,usa,na,NOLF Santa Rosa,no,no,no,na, ,50f83f99-1a2c-486e-b1ad-e46af743e05e,NOLF Santa Rosa,act,usn,fl,0.0002844201690095,0.088188143920136,30.39603,-86.22883,1.0,Santa Rosa Beach
464,usa,na,OLF Bravo,no,no,no,na, ,19ebb3ff-01fb-4271-8bca-f9c8cee98c56,OLF Bravo,act,usn,ms,0.0004769554243466,0.153807607161466,,,,
465,usa,na,Naval Air Station Joint Reserve Base New Orleans,no,yes,no,na, ,dcc6b706-7ec9-4df5-9355-cce4f32aadcd,Naval Air Station Joint Reserve Base New Orleans,act,usnr,la,0.0012648482077111,0.227667777776908,,,,
466,usa,na,West Bank,no,no,no,na, ,4c3103ab-bcab-4322-bae9-524df5d9aec5,West Bank,act,usn,la,1.65437934356305e-05,0.0322619292290658,42.90306,-78.27,315.0,West Bank Mobile Home Park
467,usa,na,OLF Bronson,no,no,no,na, ,655cac68-ef87-43f0-92b2-1575e15e5bc7,OLF Bronson,act,usn,fl,0.0004314782052006,0.122011117737687,,,,
468,usa,na,Saufley Field,no,no,no,na, ,9519b549-0a7a-410d-8b2d-cd34819299c8,Saufley Field,act,usn,fl,0.0003320000860185,0.0880368429220438,30.46598,-87.3415,22.0,Saufley Field Naval Outlying Field
469,usa,na,Naval Air Station Meridian,no,yes,no,na, ,7dd3b264-4aeb-4726-b8b6-b148b4d3b9fb,Naval Air Station Meridian,act,usn,ms,0.0031438243153716,0.522168825264738,32.55483,-88.55719,87.0,NAS Meridian
470,usa,na,Northside Mid-South,no,no,no,na, ,7ea3567f-34e3-414d-9c45-d6abf5565014,Northside Mid-South,act,usn,tn,0.0001676525397129,0.0881145324289884,,,,
471,usa,na,Naval Logistics Support Annex Orlando,no,yes,no,na, ,5f456c9b-c0c3-40b5-9e7f-26aac4370650,Naval Logistics Support Annex Orlando,act,usn,fl,1.56323033024819e-05,0.0222748832308666,,,,
472,usa,na,NAS Kingsville TX,no,no,no,na, ,a1bd625e-387a-4cc2-9b39-534ecd647c1b,NAS Kingsville TX,act,usn,tx,0.001237046103597,0.205319180567807,,,,
473,usa,na,Trumbo Point Annex,no,no,no,na, ,954de7b4-76e9-47ab-8ea4-9e844e99ed78,Trumbo Point Annex,act,usn,fl,4.4146114760224e-05,0.0452198609515641,,,,
474,usa,na,NAS Pensacola FL,no,no,no,na, ,511a8e4b-a367-4617-ace9-ce708310c728,NAS Pensacola FL,act,usn,fl,0.0021511686210331,0.51322064792224,,,,
475,usa,na,ALF Orange,no,no,no,na, ,28af53cb-189b-4b18-9e47-39cbfdb6f110,ALF Orange,act,usn,tx,0.0005116743384405,0.19009063766169,,,,
476,usa,na,Yankee Target Range,no,no,no,na, ,a3a2aba6-91ee-4bd7-9d4d-764967604ec9,Yankee Target Range,act,usn,tx,0.0010343255337375,0.131599523382458,,,,
477,usa,na,Woolmarket (De Soto),no,no,no,na, ,e41db936-01ef-421c-b05f-882c70c2e5eb,Woolmarket (De Soto),act,usn,ms,0.0009392119282207,0.126661488875048,,,,
478,usa,na,Truman Annex,no,no,no,na, ,c83a360f-7e6b-417d-b335-b94b7de34fa9,Truman Annex,act,usn,fl,4.18314917851603e-05,0.0769817206226551,,,,
479,usa,na,CBC Gulfport MS,no,no,no,na, ,c81f6d2e-74da-4358-b72a-31bc09f31d16,CBC Gulfport MS,act,usn,ms,0.0004254995785686,0.11153209320426,,,,
480,usa,na,Barin Field,no,no,no,na, ,313bd362-1bea-46f3-badd-b1d544ef8716,Barin Field,act,usn,al,0.0003181210033744,0.17432669980094,,,,
481,usa,na,NOLF Spencer,no,no,no,na, ,f40faaa8-16cf-40ff-8e34-d62cb12af1d7,NOLF Spencer,act,usn,fl,0.0002415969354387,0.062364083737935,43.14136,-95.14444,400.0,Spencer
482,usa,na,NOLF Choctaw,no,no,no,na, ,e0065a31-8926-47d8-9189-822456a3191d,NOLF Choctaw,act,usn,fl,0.0005667596763032,0.124006943767576,30.36742,-86.10605,3.0,Choctaw
483,usa,na,Naval Air Station Corpus Christi,no,yes,no,na, ,b01b44b8-190c-4bb0-bee0-5feb29755fe9,Naval Air Station Corpus Christi,act,usn,tx,0.0017016916529862,0.535615222768094,,,,
484,usa,na,Naval Support Activity Panama City,no,yes,no,na, ,26a6793b-0ea4-434d-8422-6f041909e5ab,Naval Support Activity Panama City,act,usn,fl,0.0002543185989907,0.118859699437301,,,,
485,usa,na,NAVSUPPFAC Beaufort SC,no,no,no,na, ,f6b06eb3-09f6-41d3-ab06-bee45e76d1cf,NAVSUPPFAC Beaufort SC,act,usn,sc,4.69913654796983e-05,0.030015291410698,,,,
486,usa,na,FLC Fuel Depot Heckscher,no,no,no,na, ,d43ea9ca-5cd9-48df-afc2-d3ca684d32e7,FLC Fuel Depot Heckscher,act,usn,fl,6.27864537818823e-05,0.0543196525863369,,,,
487,usa,na,NOLF Silverhill,no,no,no,na, ,5be3f714-1a06-43ee-8080-ccc2e8d8a528,NOLF Silverhill,act,usn,al,0.0001352453316485,0.0611515619203801,30.54547,-87.75166,44.0,Silverhill
488,usa,na,NOLF Brewton,no,no,no,na, ,35c1a245-39ca-40d1-8619-0b7e516c164a,NOLF Brewton,act,usn,al,0.000246578940369,0.0825342248534588,31.10518,-87.07219,25.0,Brewton
489,usa,na,NOLF Summerdale,no,no,no,na, ,e76a360f-4128-4bcf-8371-8af3876cd2d6,NOLF Summerdale,act,usn,al,0.0002786611526062,0.167217077129072,30.4877,-87.69971,34.0,Summerdale
490,usa,na,NSWC Carderock Div,no,no,no,na, ,185f4d7e-9b73-4e97-8039-ab7da599e921,NSWC Carderock Div,act,usn,tn,8.70933532016831e-06,0.0147863402886437,,,,
491,usa,na,Naval Submarine Base Kings Bay,no,yes,no,na, ,58a5b71b-2911-4c59-8ca3-b854086c8b5e,Naval Submarine Base Kings Bay,act,usn,ga,0.0050411610706734,0.60671498510557,,,,
492,usa,na,NAS Fort Worth JRB TX,no,no,no,na, ,249b331a-53a0-4a0b-95e0-6a5b174fa349,NAS Fort Worth JRB TX,act,usnr,tx,0.0006689429737204,0.160952757475517,,,,
493,usa,na,NAVSTA Mayport FL,no,no,no,na, ,9a5b56f8-3564-4dcd-9e50-2cdfb962aad5,NAVSTA Mayport FL,act,usn,fl,0.0013018571294196,0.243157213855404,,,,
494,usa,na,NOLF Holley,no,no,no,na, ,a6b90319-ef50-4e75-8829-532ec12b3937,NOLF Holley,act,usn,fl,0.0002535099899887,0.0689915623066585,30.44686,-86.90691,2.0,Holley
495,usa,na,NOLF Wolf,no,no,no,na, ,e23f8eea-c743-4963-83df-ff0cd2bae8d3,NOLF Wolf,act,usn,al,0.0001182290825454,0.0623199480622775,44.77164,-107.23897,1410.0,Wolf
496,usa,na,OLF Whitehouse,no,no,no,na, ,6713708b-5232-4836-a779-888499ef8d27,OLF Whitehouse,act,usn,fl,0.0007229618324799,0.188460172561603,,,,
497,usa,na,NAVSUPPACT Midsouth Memphis TN,no,no,no,na, ,7ed229b1-d03b-4e71-85bc-fe7a39d134e2,NAVSUPPACT Midsouth Memphis TN,act,usn,tn,0.000416720561673,0.107138228092818,,,,
